origins,destinations,path,free_flow_time,cluster
62,54,153732963#0 202422660#1 202422660#2 319779156#0 319779156#1 319058636 319058644 698026761 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -319058587#2 -319058587#1 -319058587#0 -319058586 -1088466838#1 -1088466838#0 -37088447#2 -37088447#1 -37088447#0 -36933126#2 -36933126#1 -36933126#0 -269702559 -36933151#0 36933113 39820664#9 39820664#10 39820664#1 243836885 243836889 56080983 35801882#4 35801882#1 -319058600#1 35801699#0 35801699#1 698018295#3 35802097#0 35802097#1 35802097#2 35802097#3 35802097#4 35802097#5 314422857 -13937774#1 -13937774#0 -1237369283 -710478296,2.728408067588616,0
62,54,153732963#0 202422660#1 202422660#2 319779156#0 319779156#1 319058636 319058644 698026761 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -319058587#2 -319058587#1 -319058587#0 -319058586 -1088466838#1 -1088466838#0 -37088447#2 -37088447#1 -37088447#0 -36933126#2 -36933126#1 -36933126#0 -269702559 -36933151#0 36933113 39820664#9 39820664#10 39820664#1 243836885 243836889 56080983 35801882#4 35801882#1 -319058600#1 35801699#0 35801699#1 698018295#3 35802097#0 35802097#1 35802097#2 35802097#3 35802097#4 35802097#5 710478629#0 710478629#1 710478296,2.4589936207443635,1
62,54,-153732963#0 153732963#0 202422660#1 202422660#2 319779156#0 319779156#1 319058636 319058644 698026761 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -319058587#2 -319058587#1 -319058587#0 -319058586 -1088466838#1 -1088466838#0 -37088447#2 -37088447#1 -37088447#0 -36933126#2 -36933126#1 -36933126#0 -269702559 -36933151#0 36933113 39820664#9 39820664#10 39820664#1 243836885 243836889 56080983 35801882#4 35801882#1 -319058600#1 35801699#0 35801699#1 698018295#3 35802097#0 35802097#1 35802097#2 35802097#3 35802097#4 35802097#5 314422857 -13937774#1 -13937774#0 -36287006 710478296,2.7092336015458995,2
62,54,-153732963#0 153732963#0 202422660#1 202422660#2 319779156#0 319779156#1 319058636 319058644 698026761 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -319058587#2 -319058587#1 -319058587#0 -319058586 -1088466838#1 -1088466838#0 -37088447#2 -37088447#1 -37088447#0 -36933126#2 -36933126#1 -36933126#0 -269702559 -36933151#0 36933113 39820664#9 36933223 36933282#0 36933282#1 -36288851#2 36284386#0 36284386#1 36933240 -394446867#0 36284844 339940214 1339478328#1 -215094374 698018295#2 698018295#3 35802097#0 35802097#1 35802097#2 35802097#3 35802097#4 35802097#5 710478629#0 710478629#1 710478296,3.004385989354875,3
63,52,187827272 36286792#0 36286792#1 187827271 36936423#0 36936423#1 156467656#0 156467656#1 155153635#1 155153635#2 155153635#3 155153635#4 187827275 156466987 -1119245074 -36290738#2 -36290738#1 -36290738#0 -187827280#3 156466992#0 156466992#1 -156466997#2 156466996#0 156466994#2 187827282#1 -187827283#4 -187827283#3 36292142#2 36292142#3 187827281 36291218 36292768#0 36292768#1 -394456359#1 -394456359#0 36292830#1 36292830#2 697704135 156460681#0 156460681#1 156460681#2 36293459#0 36293459#1 36293459#2 36293459#3 36293459#4 36293459#5 36293459#6 36293459#7 36293459#8 36293459#9 36293459#10 37049908 156460679 37052277#1 37052277#2 37052277#3 37052277#4 1237352048 1119245070 319058612#0 319058612#1 270968317#0 270968317#1 36936396#0 -394456375 36935232,3.687106815433163,0
63,52,187827272 36286792#0 36286792#1 187827271 36936423#0 36936423#1 36936423#2 36936423#3 36936423#4 36936423#5 36936423#6 36936423#7 698018294#0 698018294#1 1238956370 698018293 -36936220 39820661#0 39820661#1 36934854#0 -156480752 -1109771198#1 -1109771198#0 -36936392#1 -36936392#0 -36288941#0 270968317#0 270968317#1 36936396#0 -394456375 36935232,1.3683834513575115,2
63,52,187827272 36286792#0 36286792#1 -156467655#1 -156467655#0 187827278#1 218916675 932810907#0 932810907#1 427935403 697624497 1119245265 156489084#0 156489084#1 1238956371 187827287 1119245264#0 1119245264#1 36936423#0 156467657 -156467656#0 36936423#2 36936423#3 36936423#4 36936423#5 36936423#6 36936423#7 698018294#0 698018294#1 1238956370 698018293 -36936220 39820661#0 39820661#1 36934854#0 -156480752 -1109771198#1 -1109771198#0 -36936392#1 -36936392#0 -36288941#0 270968317#0 270968317#1 36936396#0 -394456375 36935232,2.143249769374999,3
64,37,-36950506#2 -36950506#1 -36950506#0 36950586 -859784611 -37055217#0 -243957897#3 -243957897#2 394459769#0 394459769#1 139832421#1 -243957897#0 -1339510606#1 -1339510606#0 243957902#0 243957902#1 191799405 -37066023 406210871 36295293#4 36295293#5 36295293#6 36295293#7 36295293#8 36294993 406210870 36295293#0 37066008 -37055563#2 -37055563#1 37055477 -36294383#1 -36294383#0 -270968314 -394456356#1 -394456356#0 -394456379 -36950439#1 -36950439#0,4.183281843303122,0
64,37,-36950506#2 -36950506#1 -36950506#0 36950586 -319058589#3 -319058589#2 -319058589#1 -319058589#0 -394456379 -36950439#1 -36950439#0,0.8802555795536358,1
64,37,36950506#2 36950506#3 319058611 328471844 328471845#1 1339510609#0 1339510609#1 36950657#0 36950657#1 1119245066#0 1119245066#1 269702545 -394456379 -36950439#1 -36950439#0,0.7627959751215101,2
64,37,-36950506#2 -36950506#1 -36950506#0 36950586 -859784611 -37055217#0 -243957897#3 -243957897#2 394459769#0 394459769#1 139832421#1 -243957897#0 -1339510606#1 -1339510606#0 243957902#0 243957902#1 191799405 -37066023 406210871 36295293#4 36295293#5 36295293#6 36295293#7 36295293#8 36295293#9 36295293#0 37066008 -37055563#2 -37055563#1 37055477 -36294383#1 -36294383#0 -270968314 -394456356#1 -394456356#0 -394456379 -36950439#1 -36950439#0,4.148718608361917,3
64,58,-36950506#2 -36950506#1 -36950506#0 36950586 -859784611 -37055217#0 -243957897#3 -243957897#2 -243957897#1 -243957897#0 -1339510606#1 -1339510606#0 243957902#0 243957902#1 191799405 -37066023 406210871 36295293#4 243957906 406210872 36295293#6 36295293#7 36295293#8 36295293#9 36295293#0 37066008 -37055563#2 -37055563#1 37055477 -36294383#1 -36294383#0 -270968314 -394456356#1 -394456356#0 -394456379 -36950439#1 -36950439#0 36950518#0,4.219101996592748,0
64,58,-36950506#2 -36950506#1 -36950506#0 36950586 -859784611 -37055217#0 -243957897#3 -243957897#2 -243957897#1 -243957897#0 -1339510606#1 -1339510606#0 243957902#0 243957902#1 191799405 -37066023 406210871 36295293#4 36295293#5 36295293#6 36295293#7 36295293#8 36295293#9 36295293#0 37066008 -37055563#2 -37055563#1 37055477 -36294383#1 -36294383#0 -270968314 -394456356#1 -394456356#0 -394456379 -36950439#1 -36950439#0 36950518#0,4.094056981292082,1
64,58,36950506#2 36950506#3 319058611 328471844 328471845#1 1339510609#0 1339510609#1 36950657#0 36950657#1 1119245066#0 1119245066#1 269702545 -394456379 -36950439#1 -36950439#0 36950518#0,0.8621420274373248,2
64,58,-36950506#2 -36950506#1 -36950506#0 36950586 -859784611 -37055217#0 -243957897#3 -243957897#2 394459769#0 394459769#1 139832421#1 -243957897#0 -1339510606#1 -1339510606#0 243957902#0 243957902#1 191799405 -37066023 406210871 36295293#4 36295293#5 36295293#6 36295293#7 36295293#8 36294993 406210870 36295293#0 37066008 -37055563#2 -37055563#1 37055477 -36294383#1 -36294383#0 -270968314 -859784039#1 -859784039#0 -36950518#1 -36950518#0,3.88268789081932,3
64,123,36950506#2 36950506#3 319058611 328471844 328471845#1 1339510609#0 1339510609#1 36950657#0 36950657#1 1119245066#0 1119245066#1 269702545 394456356#0 394456356#1 -859784039#1 -859784039#0 -36950518#1 -36950518#0 37088258#0 37088258#1 394456378 36950525 1119245069 406210869#0 406210869#1 319058612#0 319058612#1 36288941#0 36288941#1 36288941#2 36936373#0 36936373#1 36936373#2 36936373#3 36936373#4 201772610 157574535 -36933126#2 -36933126#1,2.135548045144928,0
64,123,36950506#2 36950506#3 319058611 328471844 328471845#1 1339510609#0 1339510609#1 -1339510610 319058608#0 319058608#1 -157553237#1 -157553237#0 -157553234 -157574536#1 -157574536#0 -710476024#1 -710476024#0 1162674260 -319058587#2 -319058587#1 -319058587#0 -319058586 -1088466838#1 -1088466838#0 -37088447#2 -37088447#1 -37088447#0 -36933126#2 -36933126#1,1.1137253067155763,1
64,123,36950506#2 36950506#3 319058611 328471844 328471845#1 1339510609#0 1339510609#1 -1339510610 319058608#0 319058608#1 -157553237#1 -157553237#0 -157553234 -157574536#1 -157574536#0 1239117022#0 1239117022#1 153730936#0 153730936#1 153730936#2 -153730925#1 -153730925#0 153730933#1 -153730938 36936373#2 36936373#3 36936373#4 201772610 157574535 -36933126#2 -36933126#1,1.511678752168113,2
64,123,36950506#2 36950506#3 319058611 328471844 328471845#1 1339510609#0 1339510609#1 -1339510610 319058608#0 319058608#1 36289599#0 36289599#1 -878854448 -878854447 878854446 48955689#0 48955689#1 1119245069 406210869#0 406210869#1 319058612#0 319058612#1 36288941#0 36288941#1 36288941#2 36936373#0 36936373#1 36936373#2 153730933#0 153730925#0 153730925#1 153730936#3 201772610 157574535 -36933126#2 -36933126#1,1.678307607278246,3
65,30,165172642#0 165172642#1 165172642#2 -165170684#0 165171783#0 165171783#1 165171783#2 1371061454 319058613#0 319058613#1 -165170815#1 -165171448#1 -165171448#0 -165170994#5 -165170994#4 -165170994#3 -165170994#2 -165170994#1 -165170994#0 165170818#0 165170818#1 165170818#2 165170818#3 165170818#4 165170818#5 165170818#6 165170818#7 394443152#0 394443152#1 -394443149#0 165170685#1,1.947204223662107,0
65,30,165172642#0 165172642#1 165172642#2 165170684#1 1238426242 698024153 165170686 165170685#0 165170685#1,0.7024958003359731,1
65,30,-165172642#0 165172642#0 165172642#1 165172642#2 165170684#1 1238426242 698024153 165170686 165170685#0 165170685#1,0.7665226781857452,2
65,30,-165172642#0 165172642#0 165172642#1 165172642#2 -165170684#0 165171783#0 165171783#1 165171783#2 1371061454 319058613#0 319058613#1 -165170815#1 -165171448#1 -165171448#0 -165170994#5 -165170994#4 -165170994#3 -165170994#2 -165170994#1 -165170994#0 165170818#0 165170818#1 165170818#2 165170818#3 165170818#4 165170818#5 165170818#6 165170818#7 165170818#8 165170817 165170685#0 165170685#1,1.9955363570914324,3
65,41,165172642#0 165172642#1 165172642#2 165170684#1 1238426242 165172166 165172165#0 165172165#1 165172165#2 1238426243 698024160 -1239117045 -36936749#5 -153730008#2 -153730008#1 -153730008#0 -36936749#3 -36936749#2 -36936749#1 -36936749#0 319058644 698026761 37088673#0 37088673#1 1239117016#0 1239117016#1 1239117016#2 -36950447#1 -36950447#0 36950586 -319058589#3 -319058589#2 -319058589#1 -319058589#0 -394456379 607473249#0 607473249#1 157555050#0,2.9717681973380925,0
65,41,165172642#0 165172642#1 165172642#2 -165170684#0 -698024152#1 -698024152#0 1371061470#0 1371061470#1 1371061468 36936590#0 36936590#1 36936590#2 36936590#3 36936590#4 36936590#5 36936590#6 36936590#7 36936590#8 1239117013#1 1239117013#2 36936494#0 36936494#1 36936655#0 36936655#1 36936655#2 36936655#3 36936655#4 36936655#5 36936655#6 319779156#0 319779156#1 319058636 319058644 698026761 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -1162674260 37088542 710476024#1 157574536#0 157574536#1 157574536#2 157553237#0 157553237#1 -319058608#1 -37088332#3 -37088332#2 -37088332#1 -37088332#0 48956586#0 48956586#1 -157555050#5 -157555050#4 -157555050#3 -157555050#2 -157555050#1 -157555050#0,1.825536955314626,1
65,41,165172642#0 165172642#1 165172642#2 165170684#1 1238426242 165172166 165172165#0 165172165#1 165172165#2 1238426243 698024160 -1239117045 -36936749#5 -36936749#4 -36936749#3 -36936749#2 -36936749#1 -36936749#0 319058644 698026761 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -1162674260 37088542 710476024#1 157574536#0 157574536#1 153733877 1339510611 157553237#1 -319058608#1 -37088332#3 -37088332#2 -37088332#1 -37088332#0 48956586#0 48956586#1 -157555050#5 -157555050#4 -157555050#3 -157555050#2 -157555050#1 -157555050#0,2.071847920104409,2
65,41,165172642#0 165172642#1 165172642#2 -165170684#0 165171783#0 165171783#1 165171783#2 -165170681#1 -165170681#0 -1238426236 165170685#0 165170685#1 -698024153 165172166 165172165#0 165172165#1 165172165#2 1238426243 698024160 -1239117045 -36936749#5 -36936749#4 -36936749#3 -36936749#2 -36936749#1 -36936749#0 319058644 698026761 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -1162674260 37088542 710476024#1 157574536#0 157574536#1 153733877 1339510611 157553237#1 36289599#0 36289599#1 157553231 48955689#0 48955689#1 -36950525 37088256 48956586#0 48956586#1 -157555050#5 -157555050#4 -157555050#3 -157555050#2 -157555050#1 -157555050#0,3.8765523086485207,3
65,59,165172642#0 165172642#1 165172642#2 -165170684#0 -698024152#1 -698024152#0 1371061470#0 1371061470#1 1371061468 36936590#0 36936590#1 36936590#2 36936590#3 36936590#4 36936590#5 36936590#6 36936590#7 36936590#8 1239117013#1 1239117013#2 36936494#0 36936494#1 36936655#0 36936655#1 153732960#0 153732960#1 394443153#1 202422660#0 202422660#1 202422660#2 319779156#0 319779156#1 319058636 319058644 698026761 37088673#0 37088673#1 1239117016#0 1239117016#1 1239117016#2 -36950447#1 -36950447#0 36950586 -319058589#3 -319058589#2 -319058589#1 -319058589#0 394456356#0 394456356#1 859784039#2 -319058602#1 -319058602#0 -1119245061,3.486757752449111,0
65,59,165172642#0 165172642#1 165172642#2 -165170684#0 -698024152#1 -698024152#0 1371061470#0 1371061470#1 1371061468 36936590#0 36936590#1 36936590#2 36936590#3 36936590#4 36936590#5 36936590#6 36936590#7 36936590#8 1239117013#1 1239117013#2 36936494#0 36936494#1 36936655#0 36936655#1 36936655#2 36936655#3 36936655#4 36936655#5 36936655#6 319779156#0 319779156#1 319058636 319058644 698026761 37088673#0 37088673#1 1239117016#0 1239117016#1 1239117016#2 -36950447#1 -36950447#0 36950586 -319058589#3 -319058589#2 -319058589#1 -319058589#0 394456356#0 394456356#1 859784039#2 -319058602#1 -319058602#0 -1119245061,3.112494418988335,1
65,59,165172642#0 165172642#1 165172642#2 165170684#1 1238426242 165172166 165172165#0 165172165#1 165172165#2 1238426243 698024160 -1239117045 -36936749#5 -153730008#2 -153730008#1 -153730008#0 -36936749#3 -36936749#2 -36936749#1 -36936749#0 319058644 698026761 37088673#0 37088673#1 1239117016#0 1239117016#1 1239117016#2 -36950447#1 -36950447#0 36950586 -319058589#3 -319058589#2 -319058589#1 -319058589#0 394456356#0 394456356#1 859784039#2 -319058602#1 -319058602#0 -1119245061,3.3398447512137817,2
65,59,-165172642#0 165172642#0 165172642#1 165172642#2 165170684#1 1238426242 165172166 165172165#0 165172165#1 165172165#2 1238426243 698024160 -1239117045 -36936749#5 -153730008#2 -153730020#3 153730014#0 153730017 -153730013#0 -153730008#0 -36936749#3 -36936749#2 -36936749#1 -36936749#0 319058644 698026761 37088673#0 37088673#1 1239117016#0 1239117016#1 1239117016#2 -36950447#1 -36950447#0 36950586 -319058589#3 -319058589#2 -319058589#1 -319058589#0 394456356#0 394456356#1 859784039#2 -319058602#1 -319058602#0 -1119245061,3.46137102911155,3
66,60,-153730008#2 -153730020#3 153730014#0 153730014#1 -153730013#1 -153730013#0 -153730008#0 36936749#4 36936749#5 319779134 36936867 -165172165#2 -165172165#1 -165172165#0 165172163 -165170684#1 -165172642#2 -165172642#1 -165172642#0,1.399847268744153,0
66,60,-153730008#2 -153730020#3 153730014#0 153730017 -153730013#0 -153730008#0 36936749#4 36936749#5 319779134 36936867 -165172165#2 -165172165#1 -165172165#0 165172163 -165170684#1 -165172642#2 -165172642#1 -165172642#0,1.387560251705516,1
66,60,153730008#2 36936749#5 319779134 36936867 -165172165#2 -165172165#1 -165172165#0 165172163 -165170684#1 -165172642#2 -165172642#1 -165172642#0,1.139831623551124,2
66,60,153730008#2 36936749#5 319779134 36936867 -165172165#2 -165172165#1 -165172165#0 165172163 1238426242 698024153 165170686 1238426236 165170681#0 165170681#1 -165171783#2 -165171783#1 -165171783#0 165170684#0 -165172642#2 -165172642#1 -165172642#0,2.110253989761828,3
67,61,36950657#0 -36950657#0 -1339510610 319058608#0 319058608#1 36289599#0 36289599#1 -878854448 -878854447 878854446 48955689#0 48955689#1 -36950525 37088256 48956586#0 48956586#1 48956586#2 48956586#3 48956586#4 48956586#5,2.0852840898863727,0
67,61,36950657#0 -36950657#0 -1339510610 319058608#0 319058608#1 36289599#0 36289599#1 157553231 48955689#0 48955689#1 -36950525 37088256 48956586#0 48956586#1 48956586#2 48956586#3 48956586#4 48956586#5,2.0893794994273267,1
67,61,-36950657#0 -1339510610 319058608#0 -37088332#3 -37088332#2 -37088332#1 -37088332#0 48956586#0 48956586#1 48956586#2 48956586#3 48956586#4 48956586#5,0.9344471291217566,2
67,61,36950657#0 36950657#1 157555050#0 157555050#1 157555050#2 157555050#3 157555050#4 157555050#5 48956586#2 48956586#3 48956586#4 48956586#5,0.7438974522325984,3
68,62,48956586#5 -37088258#1 -37088258#0 36950439#0 36950439#1 394456379 394456356#0 394456356#1 859784039#2 36294383#0 36294383#1 36294383#2 36294383#3 36294383#4 36294383#5 36294383#6 36294383#7 36294383#8 36294383#9 36294383#10 406210870 36295293#0 37066008 -37055563#2 -37055563#1 332885734#0 332885734#1 332885734#2 37055217#1 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -37088673#0 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -1162674260 37088542 710476024#1 157574536#0 157574536#1 153733877 1339510611 157553237#1 -319058608#1 -319058608#0 1339510610 36950657#0,4.680486147306402,0
68,62,48956586#5 -37088258#1 -37088258#0 36950439#0 36950439#1 607473249#0 607473249#1 -36950657#1 -36950657#0,0.391397422019188,1
68,62,48956586#5 -37088258#1 -37088258#0 36950439#0 36950439#1 394456379 394456356#0 394456356#1 859784039#2 36294383#0 37055563#0 332885734#0 332885734#1 332885734#2 37055217#1 -859785184 36950506#0 36950506#1 36950506#2 36950506#3 319058611 328471844 328471845#1 1339510609#0 1339510609#1 36950657#0,2.224477774390518,2
68,62,48956586#5 -37088258#1 -37088258#0 36950439#0 36950439#1 607473249#0 607473250 1119245066#1 269702545 394456356#0 394456356#1 859784039#2 36294383#0 36294383#1 36294383#2 36294383#3 36294383#4 36294383#5 36294383#6 36294383#7 36294383#8 36294383#9 36294383#10 406210870 36295293#0 37066008 -37055563#2 -37055563#1 332885734#0 332885734#1 332885734#2 37055217#1 -859785184 36950506#0 36950506#1 36950506#2 36950506#3 319058611 328471844 328471845#1 1339510609#0 1339510609#1 36950657#0,4.186122842785047,3
69,63,37088256 48956586#0 48956586#1 48956586#2 48956586#3 48956586#4 48956586#5 -37088258#1 -37088258#0 36950439#0 36950439#1 394456379 394456356#0 394456356#1 -859784039#1 -859784039#0 -36950518#1 37051441#0 37051441#1 37051441#2 -37051625#2 -37051625#1 37052277#4 1237352048 1119245070 319058612#0 319058612#1 36288941#0 36288941#1 36288941#2 36289159#0 36289159#1 36289159#2 36289295#0 153730939#0 -153730935 878854448 -36289599#1 -36289599#0,3.2386378695283646,0
69,63,37088256 48956586#0 48956586#1 48956586#2 48956586#3 48956586#4 48956586#5 -37088258#1 -37088258#0 36950439#0 36950439#1 607473249#0 607473249#1 -36950657#1 -36950657#0 -1339510610 319058608#0 319058608#1 36289599#0,2.0599000281416338,1
69,63,37088256 48956586#0 48956586#1 48956586#2 48956586#3 48956586#4 48956586#5 -37088258#1 -37088258#0 36950518#0 36950518#1 36950518#2 859784039#1 -394456356#1 -394456356#0 -394456379 607473249#0 607473249#1 -36950657#1 -36950657#0 -1339510610 319058608#0 319058608#1 36289599#0,2.4616338894327305,2
69,63,37088256 48956586#0 48956586#1 -157555050#5 -157555050#4 -157555050#3 -157555050#2 -157555050#1 -157555050#0 -36950657#1 -36950657#0 -1339510610 319058608#0 319058608#1 36289599#0,1.630664669128628,3
70,3,270968317#0 270968317#1 48955998 313248247 313248248 48955996 48956015 37050033#1 37055902#0 37055902#1 37055902#2 156460671 1119245064 156460680#1 1119245061 319058602#0 319058602#1 -270968314 -394456356#1 -394456356#0 319058589#0 319058589#1 319058589#2 319058589#3 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -153730010#2,2.4113205651018665,0
70,3,270968317#0 270968317#1 36936396#0 -394456375 36935232 36289159#2 36935235#0 36935235#1 36935235#2 36935235#3 36289394#0 36289394#1 36289394#2 1339510611 -157553237#0 -157553234 -157574536#1 -157574536#0 -710476024#1 -710476024#0 1162674260 508751758#0 508751758#1 508751758#2 508751757#0 508751757#1 508751757#2 36936541 697740912 319058636 319058644 698026761 37088673#0 -153730010#2,0.8362419881296985,1
70,3,270968317#0 270968317#1 36936396#0 -394456375 36935232 36289159#2 36289295#0 153730939#0 153730939#1 153730941#1 -36289599#0 -319058608#1 -37088332#3 -37088332#2 371455497 36950657#1 1119245066#0 1119245066#1 269702545 319058589#0 319058589#1 319058589#2 319058589#3 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -153730010#2,2.361506966031376,2
70,3,270968317#0 270968317#1 48955998 313248247 313248248 48955996 48956015 37050033#1 37055902#0 37055902#1 37055902#2 156460671 1119245064 -1024000539#0 319058602#1 36294383#0 37055563#0 332885734#0 332885734#1 332885734#2 37055217#1 -859785184 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -153730010#2,2.50049143143256,3
70,66,270968317#0 270968317#1 48955998 48955999 319058612#1 36936407#0 36936407#1 36936380 -36936392#1 -36936392#0 36288941#1 36288941#2 36936373#0 36936373#1 36936373#2 36936373#3 36936373#4 201772610 157574535 -36933126#2 -36933126#1 -36933126#0 -1239117024 -394443151#2 -394443151#1 -394443151#0 394443143#0 394443143#1 394443143#2 1238948418#0 1238948418#1 509025806#1 509025806#2 1338884372 1338884371#4 1338884374 1338884375 1338884371#6 165170683#0 165170683#1 165170683#2 165170683#3 -319058613#2 -319058613#1 -165171782,3.073425427534491,0
70,66,270968317#0 270968317#1 48955998 48955999 319058612#1 36288941#0 36288941#1 36288941#2 36936373#0 36936373#1 36936373#2 36936373#3 36936373#4 201772610 157574535 -36933126#2 -36933126#1 -36933126#0 -1239117024 -394443151#2 -394443151#1 -394443151#0 394443143#0 394443143#1 394443143#2 1238948418#0 1238948418#1 509025806#1 509025806#2 1338884372 1338884371#4 1338884371#5 1338884371#6 165170683#0 165170683#1 165170683#2 165170683#3 -319058613#2 -319058613#1 -165171782,2.643408617060306,1
70,66,270968317#0 270968317#1 36936396#0 -394456375 36935232 36289159#2 36935235#0 36935235#1 -153730934 -269702565#0 -153730933#1 -153730933#0 36936373#3 36936373#4 201772610 157574535 -36933126#2 -36933126#1 -36933126#0 -1239117024 -394443151#2 -394443151#1 -394443151#0 394443143#0 394443143#1 394443143#2 1238948418#0 1238948418#1 509025806#1 509025806#2 1338884372 1338884371#4 1338884371#5 1338884371#6 165170683#0 165170683#1 165170683#2 165170683#3 -319058613#2 -319058613#1 -165171782,2.730862794443487,2
70,66,270968317#0 270968317#1 36936396#0 -394456375 36935232 36289159#2 36935235#0 36935235#1 -153730934 -269702565#0 -153730938 36936373#2 36936373#3 36936373#4 201772610 157574535 -36933126#2 -36933126#1 -36933126#0 -1239117024 -394443151#2 196288048 -394443151#0 394443143#0 394443143#1 394443143#2 1238948418#0 1238948418#1 509025806#1 509025806#2 1338884372 1338884371#4 1338884371#5 1338884371#6 165170683#0 165170683#1 165170683#2 165170683#3 -319058613#2 -319058613#1 -165171782,2.849504738373878,3
71,48,37055902#2 156460671 1119245064 -1024000539#0 319058602#1 36294383#0 36294383#1 36294383#2 36294383#3 36294383#4 36294383#5 36294383#6 36294383#7 36294383#8 36294383#9 36294383#10 406210870 36295293#0 37066008 -37055563#2 -37055563#1 332885734#0 332885734#1 332885734#2 37055217#1 -859785184 36950506#0 36950506#1 36950506#2,3.4011999040076795,0
71,48,37055902#2 156460671 1119245064 156460680#1 1119245061 319058602#0 319058602#1 -270968314 -394456356#1 -394456356#0 319058589#0 319058589#1 319058589#2 319058589#3 -859785184 36950506#0 36950506#1 36950506#2,1.519918406527478,1
71,48,37055902#2 156460671 1119245064 -1024000539#0 319058602#1 -270968314 -394456356#1 -394456356#0 -394456379 607473249#0 607473249#1 -36950657#1 -36950657#0 -269702562 -1339510609#0 -328471845#1 -328471845#0 -319058611 -36950506#3 -36950506#2,1.349111869369778,2
71,48,37055902#2 156460671 1119245064 -1024000539#0 319058602#1 36294383#0 37055563#0 37055563#1 37055563#2 37066011 36295293#2 37066019 37066023 37066065#0 599886773#1 1339510606#0 1339510606#1 243957897#0 243957897#1 243957897#2 243957897#3 243957897#4 37055217#1 -859785184 36950506#0 36950506#1 36950506#2,3.775048185164089,3
72,64,-36950506#0 36950447#0 36950447#1 -1239117016#2 -1239117016#1 -1239117016#0 -37088673#1 -37088673#0 39820658#0 39820658#1 39820658#2 -508751758#2 -508751758#1 -508751758#0 -319058587#2 -319058587#1 -319058587#0 -319058586 -1088466838#1 -1088466838#0 -37088447#2 -37088447#1 -37088447#0 -36933126#2 -36933126#1 -36933126#0 -269702559 -36933151#0 36933113 39820664#9 36933223 36933282#0 36933282#1 36288851#3 36933307#0 36933307#1 153730928 36284386#3 36284386#4 36284386#5 36284386#6 36936236#0 36936236#1 36934860#0 36934860#1 36934860#2 36934860#3 1339510612#0 1339510612#1 1339510612#2 36936373#0 36936373#1 153730938 153730933#2 153730934 36935235#2 36935235#3 36289394#0 36289394#1 36289394#2 -157553238 -157574536#1 -157574536#0 -710476024#1 -710476024#0 39820659#0,3.2958496335594685,0
72,64,-36950506#0 36950586 -319058589#3 -319058589#2 -319058589#1 -319058589#0 -394456379 607473249#0 607473249#1 -36950657#1 -36950657#0 -1339510610 319058608#0 319058608#1 -157553237#1 -157553237#0 -157553234 -157574536#1 -157574536#0 -710476024#1 -710476024#0 39820659#0,1.38689238254279,1
72,64,36950506#0 36950506#1 36950506#2 36950506#3 319058611 328471844 328471845#1 1339510609#0 1339510609#1 -1339510610 319058608#0 319058608#1 -157553237#1 -157553237#0 -157553234 -157574536#1 -157574536#0 -710476024#1 -710476024#0 39820659#0,0.8407910694473572,2
72,68,36950506#0 36950506#1 36950506#2 36950506#3 319058611 328471844 328471845#1 1339510609#0 1339510609#1 -1339510610 319058608#0 -37088332#3 -37088332#2 371455497 36950657#1 1119245066#0 1119245066#1 269702545 -394456379 -36950439#1 -36950439#0 37088258#0 37088258#1 394456378 36950525 1119245069 406210869#0 406210869#1 319058612#0 319058612#1 270968317#0 270968317#1 48955998 313248247 313248248 48955996,1.814253329280252,0
72,68,36950506#0 36950506#1 36950506#2 36950506#3 319058611 328471844 328471845#1 1339510609#0 1339510609#1 -1339510610 319058608#0 319058608#1 36289599#0 36289599#1 -878854448 -878854447 878854446 48955689#0 48955997 159922990 48955996,0.8642372585587089,1
72,68,36950506#0 36950506#1 36950506#2 36950506#3 319058611 328471844 328471845#1 1339510609#0 1339510609#1 -1339510610 319058608#0 319058608#1 36289599#0 36289599#1 157553231 48955689#0 48955997 159922990 48955996,0.868332668099663,2
72,68,-36950506#0 36950506#0 36950506#1 36950506#2 36950506#3 319058611 328471844 328471845#1 1339510609#0 1339510609#1 36950657#0 36950657#1 1119245066#0 1119245066#1 269702545 -394456379 -36950439#1 -36950439#0 36950518#0 37051441#0 37051441#1 37051441#2 -37051625#2 -37051625#1 37052277#4 1237352048 1119245070 319058612#0 319058612#1 270968317#0 270968317#1 48955998 313248247 313248248 48955996,1.944808884835808,3
