start_time,origin,destination,kind,origin_real_id,dest_real_id,origin_x,origin_y,dest_x,dest_y,cluster
1652,203,57,Human,-218916903,-650145324#1,3669.8,2831.64,3827.79,2130.02,4
1390,117,132,Human,-36293459#0,-698024153,3699.05,3580.57,3661.06,1265.1,9
1687,204,135,Human,187827276,36288851#0,3139.32,3136.04,3518.05,2505.32,6
1755,205,162,Human,-270968323#1,-319058604#1,4060.48,2414.95,3376.1,2729.17,4
1521,206,144,Human,-319058629,-156460681#1,3728.58,1209.42,3354.75,3818.0,5
334,204,163,Human,187827276,37640679#0,3139.32,3136.04,2859.06,2737.63,0
21,207,164,Human,-734943619,-35802097#2,2595.37,2583.3,2994.47,2746.99,10
688,85,165,Human,697624157#1,-394446875,2898.56,3028.21,4074.36,2085.22,7
1323,208,166,Human,153730936#3,36785117#0,3973.95,2391.87,3182.75,3052.41,6
167,209,29,Human,-36288851#1,36936327,3540.82,2493.34,3608.17,2609.61,10
1367,165,167,Human,36936327,-36288851#1,3837.8,2708.41,3524.99,2504.46,6
1347,210,148,Human,37051113#1,1239117013#2,3736.31,3038.33,3908.6,2004.19,6
706,211,168,Human,-153730013#2,36935040#3,4178.51,2055.18,3414.98,2975.74,2
248,212,52,Human,36936480#1,36935232,3492.56,1506.08,4007.34,2632.4,3
1546,22,161,Human,319058644,-243836884#1,4323.02,2338.06,3284.93,1186.31,4
1034,213,169,Human,-157574537#0,1239117037#0,4156.5,2448.38,3399.54,1997.14,8
278,158,126,Human,-36288941#2,-610220874#1,3902.8,2683.13,3471.58,2031.06,3
646,214,29,Human,-36933126#1,36936327,3754.22,2246.56,3608.17,2609.61,7
1036,96,4,Human,-319058602#0,-394443151#2,4348.17,3287.25,3249.2,1483.56,1
242,215,170,Human,-165171782,-1119245057#3,3357.39,1099.79,4137.49,3738.54,0
1290,216,171,Human,36936749#2,-698018295#3,4331.31,2214.76,3085.31,2744.07,6
1382,121,172,Human,-476687231#1,-165170994#4,4029.1,3657.47,3436.9,925.36,9
740,217,173,Human,165170685#1,319779133#0,3633.26,1132.63,4376.96,1325.57,1
1340,218,30,Human,319779133#0,165170685#1,4321.23,1323.77,3650.16,1196.12,1
116,219,5,Human,-165170681#0,-1119245060#0,3428.09,1075.67,4071.46,3446.76,0
1753,210,110,Human,37051113#1,36936590#6,3736.31,3038.33,3656.16,1766.12,4
846,220,174,Human,-215094374,-165172165#1,3200.41,2747.1,3724.71,1283.93,7
577,221,30,Human,36935040#2,165170685#1,3556.56,2974.69,3650.16,1196.12,10
522,222,132,Human,-153730022#1,-698024153,4487.29,2226.95,3661.06,1265.1,2
1782,184,175,Human,-698024153,-327343096,3650.26,1196.71,2893.12,2503.18,5
144,223,57,Human,36288851#0,-650145324#1,3394.52,2593.98,3827.79,2130.02,10
588,24,40,Human,-153730015#3,156467000#3,4374.92,1827.81,3001.2,3022.72,2
272,224,176,Human,-36294081#0,-165170994#1,4176.87,3872.04,3380.15,816.0,10
1028,225,177,Human,-35802071#0,37056055#1,3317.8,2557.32,3636.8,3146.22,7
1742,226,178,Human,-37052381#1,-165171783#2,4019.07,3423.4,3551.37,1305.58,4
883,227,179,Human,319058646#0,-37053056#5,3716.77,1273.42,3335.39,3249.61,1
1215,228,180,Human,39820659#1,-36936749#1,4317.5,2425.33,4331.92,2292.16,8
1090,156,125,Human,36284386#0,-36933151#0,3548.57,2494.72,3484.69,2216.71,6
409,229,108,Human,-35802071#1,-650145330#0,3366.81,2588.4,3732.31,1948.22,10
1570,230,60,Human,1238956371,-165172642#0,3409.78,2978.0,3705.59,1526.3,4
1758,148,125,Human,-394456385#0,-36933151#0,3615.21,2304.51,3484.69,2216.71,6
297,24,181,Human,-153730015#3,-153730017,4374.92,1827.81,4206.22,1995.43,3
677,104,182,Human,-153732963#2,-153730022#1,4056.95,2170.4,4524.08,2233.0,8
767,24,132,Human,-153730015#3,-698024153,4374.92,1827.81,3661.06,1265.1,2
1197,231,3,Human,-37088673#0,-153730010#2,4522.39,2404.7,4571.17,2348.21,8
1523,232,183,Human,-36936749#1,-319058611,4338.8,2229.15,4616.42,2660.09,8
417,233,31,Human,36289394#2,610135147#1,4171.53,2512.88,4386.22,1330.98,2
356,58,49,Human,-153730010#2,319058608#0,4532.39,2399.14,4324.42,2615.53,3
1733,79,31,Human,-36289599#0,610135147#1,4242.73,2651.65,4386.22,1330.98,4
1358,185,47,Human,39820659#2,-328471845#0,4422.63,2456.98,4593.32,2654.54,8
35,143,47,Human,-153730011,-328471845#0,4283.63,2122.53,4593.32,2654.54,3
876,22,184,Human,319058644,-1239117016#0,4323.02,2338.06,4668.86,2527.68,8
118,58,181,Human,-153730010#2,-153730017,4532.39,2399.14,4206.22,1995.43,3
374,216,47,Human,36936749#2,-328471845#0,4331.31,2214.76,4593.32,2654.54,3
231,234,185,Human,-165172165#1,-35802071#2,3867.53,1404.44,3374.95,2593.39,0
1556,235,186,Human,610135147#0,-202422660#0,4515.29,1332.11,4133.99,2029.32,5
50,34,14,Human,-165170818#5,-698026762,3515.73,884.56,4914.44,2707.08,3
1360,236,31,Human,39820661#0,610135147#1,3684.69,2827.24,4386.22,1330.98,4
314,237,31,Human,36936373#0,610135147#1,3900.97,2669.94,4386.22,1330.98,2
1136,47,181,Human,-153730020#0,-153730017,4070.25,1891.39,4206.22,1995.43,5
1567,143,187,Human,-153730011,698024155#1,4283.63,2122.53,4244.18,1321.09,4
818,186,132,Human,-165170818#3,-698024153,3490.43,816.38,3661.06,1265.1,1
1232,91,10,Human,37054132,187827276,3357.53,3830.86,3101.9,3184.81,6
1434,217,188,Human,165170685#1,-509025806#0,3633.26,1132.63,3131.91,1224.29,1
690,238,14,Human,394443152#0,-698026762,3529.66,987.24,4914.44,2707.08,1
1347,150,189,Human,36936749#4,319058592#0,4278.74,2067.0,4253.46,1327.11,1
109,235,161,Human,610135147#0,-243836884#1,4515.29,1332.11,3284.93,1186.31,10
150,166,187,Human,36936727#1,698024155#1,4291.14,2331.14,4244.18,1321.09,2
787,184,0,Human,-698024153,-243836884#5,3650.26,1196.71,3452.5,1409.57,1
1687,239,132,Human,-243836884#5,-698024153,3478.25,1454.75,3661.06,1265.1,5
1248,240,71,Human,-165170681#1,-35802097#1,3412.55,1078.47,3036.51,2745.83,6
6,1,132,Human,-165171783#1,-698024153,3548.82,1309.9,3661.06,1265.1,10
810,227,0,Human,319058646#0,-243836884#5,3716.77,1273.42,3452.5,1409.57,1
1171,241,190,Human,-394443151#2,-165172165#0,3302.71,1554.92,3701.27,1280.42,1
1311,184,155,Human,-698024153,-394446869,3650.26,1196.71,2994.76,1921.63,6
1052,219,46,Human,-165170681#0,-394443146,3428.09,1075.67,3541.6,886.41,1
1268,188,132,Human,-394443147#0,-698024153,3536.6,873.76,3661.06,1265.1,1
241,239,8,Human,-243836884#5,-165171783#1,3478.25,1454.75,3548.82,1310.1,10
373,184,161,Human,-698024153,-243836884#1,3650.26,1196.71,3284.93,1186.31,0
317,242,0,Human,-165172165#0,-243836884#5,3710.49,1281.62,3452.5,1409.57,0
1077,234,178,Human,-165172165#1,-165171783#2,3867.53,1404.44,3551.37,1305.58,1
1252,105,60,Human,-394443146,-165172642#0,3577.1,969.88,3705.59,1526.3,1
592,239,174,Human,-243836884#5,-165172165#1,3478.25,1454.75,3724.71,1283.93,1
1492,234,132,Human,-165172165#1,-698024153,3867.53,1404.44,3661.06,1265.1,1
1438,227,138,Human,319058646#0,302162780#1,3716.77,1273.42,3589.37,1868.36,6
521,1,60,Human,-165171783#1,-165172642#0,3548.82,1309.9,3705.59,1526.3,1
983,202,0,Human,-165172642#1,-243836884#5,3727.99,1408.3,3452.5,1409.57,1
323,243,60,Human,-165171446,-165172642#0,3361.38,1031.7,3705.59,1526.3,0
802,240,60,Human,-165170681#1,-165172642#0,3412.55,1078.47,3705.59,1526.3,1
1024,1,161,Human,-165171783#1,-243836884#1,3548.82,1309.9,3284.93,1186.31,1
401,244,191,Human,36936407#2,-319058613#0,3863.19,2886.47,3383.28,1083.82,10
1389,243,0,Human,-165171446,-243836884#5,3361.38,1031.7,3452.5,1409.57,1
273,245,54,Human,319058646#1,-710478296,3702.91,1216.22,2455.87,2768.56,0
374,65,30,Human,-165172642#0,165170685#1,3719.07,1475.13,3650.16,1196.12,0
1151,9,8,Human,1239117013#2,-165171783#1,3751.5,1890.18,3548.82,1310.1,1
1504,1,3,Human,-165171783#1,-153730010#2,3548.82,1309.9,4571.17,2348.21,5
381,219,85,Human,-165170681#0,-319779150#2,3428.09,1075.67,3965.38,1960.39,0
387,246,66,Human,-165170994#4,-165171782,3399.17,1022.02,3420.67,1164.81,0
827,247,192,Human,319058643#0,165170685#0,2566.66,2860.94,3622.12,1123.57,7
1261,186,178,Human,-165170818#3,-165171783#2,3490.43,816.38,3551.37,1305.58,1
1545,248,193,Human,-509025806#0,-394443147#1,3150.82,1201.88,3530.41,886.57,4
1398,249,150,Human,-165170818#1,36936590#1,3422.49,780.17,3580.73,1628.15,1
509,186,66,Human,-165170818#3,-165171782,3490.43,816.38,3420.67,1164.81,2
764,188,194,Human,-394443147#0,-1238426236,3536.6,873.76,3525.67,1090.34,1
664,186,66,Human,-165170818#3,-165171782,3490.43,816.38,3420.67,1164.81,1
1697,248,193,Human,-509025806#0,-394443147#1,3150.82,1201.88,3530.41,886.57,5
736,250,195,Human,-327343082,-159922662#1,2908.61,2522.56,3726.19,3340.22,7
115,186,97,Human,-165170818#3,36936262#1,3490.43,816.38,3745.02,2921.63,3
1296,82,196,Human,610135147#1,-327343082,4435.44,1332.57,3066.0,2607.52,6
1771,184,126,Human,-698024153,-610220874#1,3650.26,1196.71,3471.58,2031.06,5
719,132,31,Human,-153730935,610135147#1,4145.19,2656.45,4386.22,1330.98,2
1399,47,64,Human,-153730020#0,39820659#0,4070.25,1891.39,4314.13,2424.18,5
490,251,172,Human,-1119245693,-165170994#4,4139.15,2785.65,3436.9,925.36,2
1059,242,197,Human,-165172165#0,-1119245693,3710.49,1281.62,4138.96,2785.71,8
940,98,4,Human,-157553230,-394443151#2,4144.54,2503.79,3249.2,1483.56,2
211,252,172,Human,406210869#0,-165170994#4,4133.2,2891.01,3436.9,925.36,2
67,253,198,Human,36289159#2,-243836884#4,4010.65,2625.33,3429.4,1367.5,2
1706,245,1,Human,319058646#1,37052930,3702.91,1216.22,3560.97,3019.52,5
358,237,0,Human,36936373#0,-243836884#5,3900.97,2669.94,3452.5,1409.57,2
1289,254,95,Human,165170817,319058612#1,3526.59,1068.19,3945.85,2862.2250000000004,5
1382,255,199,Human,-650145324#1,36936749#4,3938.37,2104.61,4272.83,1938.03,5
94,214,110,Human,-36933126#1,36936590#6,3754.22,2246.56,3656.16,1766.12,10
1032,211,108,Human,-153730013#2,-650145330#0,4178.51,2055.18,3732.31,1948.22,8
1644,26,198,Human,319058608#0,-243836884#4,4389.91,2616.46,3429.4,1367.5,4
454,256,60,Human,-319779154,-165172642#0,4222.62,1945.21,3705.59,1526.3,2
1425,89,200,Human,36936373#4,-201772616#1,3900.31,2459.95,3966.16,1152.56,4
795,159,172,Human,36950518#0,-165170994#4,4296.23,2966.61,3436.9,925.36,2
383,159,201,Human,36950518#0,-165170815#0,4296.23,2966.61,3353.94,783.88,2
246,79,202,Human,-36289599#0,-319058629,4242.73,2651.65,3714.68,1220.19,2
350,257,172,Human,159922990,-165170994#4,4141.75,2789.83,3436.9,925.36,2
1764,52,203,Human,-36933151#0,-165172307#0,3547.29,2149.14,3824.75,1475.23,4
1116,206,36,Human,-319058629,-153730020#0,3728.58,1209.42,3966.29,1830.89,5
476,217,47,Human,165170685#1,-328471845#0,3633.26,1132.63,4593.32,2654.54,0
821,74,200,Human,269702561#0,-201772616#1,3946.26,2664.14,3966.16,1152.56,2
186,33,60,Human,-319779153,-165172642#0,4084.39,1983.65,3705.59,1526.3,10
1050,240,18,Human,-165170681#1,319058644,3412.55,1078.47,4321.64,2344.8,8
1602,32,108,Human,-153730018,-650145330#0,4227.83,1859.78,3732.31,1948.22,4
681,258,125,Human,-1239117045,-36933151#0,4010.81,1632.45,3484.69,2216.71,0
646,227,108,Human,319058646#0,-650145330#0,3716.77,1273.42,3732.31,1948.22,1
794,259,132,Human,-394443147#1,-698024153,3525.05,889.12,3661.06,1265.1,1
1694,184,193,Human,-698024153,-394443147#1,3650.26,1196.71,3530.41,886.57,5
370,260,172,Human,-36289599#1,-165170994#4,4194.85,2721.91,3436.9,925.36,2
251,188,57,Human,-394443147#0,-650145324#1,3536.6,873.76,3827.79,2130.02,10
659,261,110,Human,-165172642#2,36936590#6,3647.82,1321.88,3656.16,1766.12,1
1559,7,204,Human,36936590#6,-165172642#2,3624.39,1709.24,3723.99,1399.8,4
89,105,148,Human,-394443146,1239117013#2,3577.1,969.88,3908.6,2004.19,3
37,184,130,Human,-698024153,698024155#0,3650.26,1196.71,4190.9,1319.06,10
77,54,57,Human,165170685#0,-650145324#1,3533.55,1093.43,3827.79,2130.02,10
118,54,205,Human,165170685#0,187827287,3533.55,1093.43,3298.93,3017.14,0
748,184,206,Human,-698024153,-394443152#1,3650.26,1196.71,3588.71,1049.29,1
87,54,66,Human,165170685#0,-165171782,3533.55,1093.43,3420.67,1164.81,10
671,241,207,Human,-394443151#2,-165170818#8,3302.71,1554.92,3521.21,996.37,1
928,234,6,Human,-165172165#1,319058646#1,3867.53,1404.44,3690.37,1172.16,1
1292,105,132,Human,-394443146,-698024153,3577.1,969.88,3661.06,1265.1,1
1427,245,161,Human,319058646#1,-243836884#1,3702.91,1216.22,3284.93,1186.31,1
139,217,125,Human,165170685#1,-36933151#0,3633.26,1132.63,3484.69,2216.71,0
1788,23,176,Human,269702544,-165170994#1,3722.7,2378.13,3380.15,816.0,4
1089,254,132,Human,165170817,-698024153,3526.59,1068.19,3661.06,1265.1,1
397,117,141,Human,-36293459#0,36936423#2,3699.05,3580.57,3399.42,3066.79,3
1006,12,16,Human,-36294081#1,-156460683#0,4177.48,3912.82,3345.56,4371.28,9
1485,262,208,Human,-156460683#1,-36293459#0,3458.43,4240.79,3541.21,3616.11,9
1152,117,71,Human,-36293459#0,-35802097#1,3699.05,3580.57,3036.51,2745.83,6
223,39,209,Human,-35801597#3,37054132,3072.22,2602.05,3497.61,3880.48,10
17,263,139,Human,-156460683#8,-35801597#3,3537.4,3623.57,3072.88,2591.9,0
1021,264,40,Human,-36293752#3,156467000#3,3912.18,3549.48,3001.2,3022.72,6
1249,204,210,Human,187827276,-187827282#1,3139.32,3136.04,2971.37,3257.97,6
795,265,152,Human,394456402#0,156467000#0,3304.56,4206.65,3112.51,3053.48,0
1425,266,10,Human,-698018295#3,187827276,3071.57,2744.78,3101.9,3184.81,6
1777,267,2,Human,319058593,-156460683#5,3216.4,4132.25,3501.02,3995.22,9
489,268,78,Human,319058598,-37054066,3175.9,3094.68,3769.23,3560.98,7
34,28,147,Human,-156460683#0,-36933307#1,3402.48,4301.31,3678.83,2456.48,0
1341,193,211,Human,-156460691,-36293459#1,3293.89,4209.57,3706.05,3580.32,9
1729,269,2,Human,36936423#6,-156460683#5,3482.94,3034.29,3501.02,3995.22,6
508,193,71,Human,-156460691,-35802097#1,3293.89,4209.57,3036.51,2745.83,0
1301,262,71,Human,-156460683#1,-35802097#1,3458.43,4240.79,3036.51,2745.83,6
1761,270,71,Human,-319058625,-35802097#1,3363.06,3935.0,3036.51,2745.83,9
1226,193,2,Human,-156460691,-156460683#5,3293.89,4209.57,3501.02,3995.22,9
1625,193,144,Human,-156460691,-156460681#1,3293.89,4209.57,3354.75,3818.0,9
1614,271,2,Human,-156460677,-156460683#5,3358.75,3960.31,3501.02,3995.22,9
912,271,2,Human,-156460677,-156460683#5,3358.75,3960.31,3501.02,3995.22,9
185,193,104,Human,-156460691,918716574#0,3293.89,4209.57,3773.79,2917.64,3
563,272,71,Human,-187827283#2,-35802097#1,2837.21,3266.1,3036.51,2745.83,7
613,245,212,Human,319058646#1,187827279,3702.91,1216.22,3100.36,3111.74,0
56,273,213,Human,-187827282#1,36934835#2,2919.51,3318.59,3545.52,2701.75,10
515,274,78,Human,-1238426234#0,-37054066,3043.55,2187.95,3769.23,3560.98,7
1146,275,1,Human,551044539,37052930,3004.5,2829.5,3560.97,3019.52,8
1178,197,175,Human,156467000#0,-327343096,3134.28,3084.03,2893.12,2503.18,6
821,276,27,Human,327343097#1,-36293459#8,2901.14,2504.57,3965.27,3464.79,7
1001,277,214,Human,-339701637,319058612#0,2971.65,2420.08,3965.09,2877.17,8
112,263,215,Human,-156460683#8,-394446873#2,3537.4,3623.57,2997.85,1977.61,0
370,278,216,Human,-156480737#1,-394446873#0,3897.12,3071.42,2925.0,1769.57,0
1499,279,71,Human,-187827282#0,-35802097#1,2977.83,3250.1,3036.51,2745.83,6
1455,23,4,Human,269702544,-394443151#2,3722.7,2378.13,3249.2,1483.56,4
132,280,172,Human,37053056#2,-165170994#4,3130.75,3410.06,3436.9,925.36,10
263,281,66,Human,698018293,-165171782,3656.14,2967.63,3420.67,1164.81,10
284,80,152,Human,35801597#4,156467000#0,3074.53,2616.62,3112.51,3053.48,0
1042,282,152,Human,-35802097#1,156467000#0,3008.14,2746.51,3112.51,3053.48,6
755,283,10,Human,-327343096,187827276,2801.84,2516.78,3101.9,3184.81,7
1686,39,40,Human,-35801597#3,156467000#3,3072.22,2602.05,3001.2,3022.72,6
503,186,177,Human,-165170818#3,37056055#1,3490.43,816.38,3636.8,3146.22,0
624,151,139,Human,-35801699#1,-35801597#3,3094.16,2735.95,3072.88,2591.9,7
1224,39,217,Human,-35801597#3,-35801699#1,3072.22,2602.05,3217.8,2583.0,6
379,223,71,Human,36288851#0,-35802097#1,3394.52,2593.98,3036.51,2745.83,0
196,225,172,Human,-35802071#0,-165170994#4,3317.8,2557.32,3436.9,925.36,10
672,249,105,Human,-165170818#1,-156480737#2,3422.49,780.17,3903.65,3084.79,7
241,184,135,Human,-698024153,36288851#0,3650.26,1196.71,3518.05,2505.32,0
238,284,125,Human,394446873#1,-36933151#0,2990.43,1928.48,3484.69,2216.71,10
